"United Kingdom (Scotland)","Europe","Northern Europe","Homicide Rate",1.9,1.8,1.2
"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe","Homicide Total Count",756,641,627
"United Kingdom of Great Britain and Northern Ireland","Europe","Northern Europe","Homicide Rate",1.2,1,1
"United Republic of Tanzania","Africa","Eastern Africa","Homicide Total Count",3888,4149,4092
"United Republic of Tanzania","Africa","Eastern Africa","Homicide Rate",8.4,8.7,8.3
"United States of America","Americas","Northern America","Homicide Total Count",14722,14661,14856
"United States of America","Americas","Northern America","Homicide Rate",4.8,4.7,4.7
"United States Virgin Islands","Americas","Caribbean","Homicide Total Count",56,45,52
"United States Virgin Islands","Americas","Caribbean","Homicide Rate",52.8,42.5,49.3
"Uruguay","Americas","South America","Homicide Total Count",205,199,267
"Uruguay","Americas","South America","Homicide Rate",6.1,5.9,7.9
"Uzbekistan","Asia","Central Asia","Homicide Total Count",,,
"Uzbekistan","Asia","Central Asia","Homicide Rate",,,
"Vanuatu","Oceania","Melanesia","Homicide Total Count",,,
"Vanuatu","Oceania","Melanesia","Homicide Rate",,,
"Venezuela (Bolivarian Republic of)","Americas","South America","Homicide Total Count",13080,14098,16072
"Venezuela (Bolivarian Republic of)","Americas","South America","Homicide Rate",45.1,47.8,53.8
"Viet Nam","Asia","South-Eastern Asia","Homicide Total Count",1336,1358,
"Viet Nam","Asia","South-Eastern Asia","Homicide Rate",1.5,1.5,
"Wallis and Futuna Islands","Oceania","Polynesia","Homicide Total Count",,,
"Wallis and Futuna Islands","Oceania","Polynesia","Homicide Rate",,,
"Western Sahara","Africa","Northern Africa","Homicide Total Count",,,
"Western Sahara","Africa","Northern Africa","Homicide Rate",,,
"Yemen","Asia","Western Asia","Homicide Total Count",1099,1375,1616
"Yemen","Asia","Western Asia","Homicide Rate",4.7,5.7,6.5
"Zambia","Africa","Eastern Africa","Homicide Total Count",814,863,885
"Zambia","Africa","Eastern Africa","Homicide Rate",5.9,6,6
"Zimbabwe","Africa","Eastern Africa","Homicide Total Count",711,,981
"Zimbabwe","Africa","Eastern Africa","Homicide Rate",5,,6.7
